asunto,cuerpo,etiqueta,remitente,tiene_links,errores_gramaticales,todo_mayusculas,solicita_info_personal,clasificacion,feat_tiene_links,feat_errores_gramaticales,feat_todo_mayusculas,feat_solicita_info_personal,feat_cuerpo_len,feat_num_exclam,feat_upper_ratio,feat_num_words_body
"Felicidades has ganado un premio;""Felicidades; has ganado un premio. Para reclamarlo; visita este enlace [enlace sospechoso]"";spam;premios@ganapremios.com;True;True;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Cita médica;""Estimado paciente; le recordamos su cita médica para mañana a las 3 pm."";ham;citas@clinicamedica.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualiza tu información;""Por favor; actualiza tu información personal para mantener tu cuenta segura"";spam;seguridad@actualiza.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Tu pedido está en camino,Tu pedido número [número de pedido] está en camino y llegará en breve.,ham,pedidos@tiendaonline.com,0,0,0,0,HAM,0,0,0,0,74,0,0.09090909090909091,13
GRAN REMATE!!,GRAN REMATE!! Aprovecha nuestras increíbles ofertas por tiempo limitado. ¡Compra ahora!,spam,remate@grandesofertas.net,0,0,0,0,SPAM,0,0,0,0,89,5,0.1917808219178082,11
"Recordatorio de pago;""Estimado cliente; le recordamos que su pago vence el [fecha]."";ham;pagos@empresa.com;F#lse;False;False;False;Ham",#one,,,0,0,0,0,HAM,0,0,0,0,4,0,0.0,1
¡Oferta imperdible!,¡Oferta imperdible! Obtenga un 50% de descuento en su próxima compra.,spam,ofertas@imperdibles.com,0,0,0,0,SPAM,0,0,0,0,71,2,0.07407407407407407,11
"Re: Proyecto X;""Hola equipo; aquí está la actualización del proyecto X."";ham;compañero@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Gana un viaje a las Bahamas;""Felicidades; has ganado un viaje a las Bahamas. Para reclamarlo; envía tus datos personales."";spam;viajes@ganaviajes.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Tu suscripción ha expirado,Tu suscripción ha expirado. Renueva tu suscripción ahora para acceder a todos nuestros servicios.,spam,suscripciones@servicios.net,0,0,0,0,SPAM,0,0,0,0,99,0,0.04878048780487805,14
"Re: Reunión de equipo;""Hola equipo; la reunión de hoy ha sido cancelada."";ham;jefe@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Última oportunidad!,¡Última oportunidad para aprovechar nuestra oferta! ¡Compra ahora antes de que se acabe!,spam,ofertas@ultimahora.net,0,0,0,0,SPAM,0,0,0,0,91,3,0.05405405405405406,13
"Actualiza tu contraseña;""Por razones de seguridad; actualiza tu contraseña lo antes posible."";spam;seguridad@contraseña.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Presupuesto del proyecto;""Hola equipo; adjunto el presupuesto del proyecto."";ham;proyecto@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta de trabajo,Tenemos una oferta de trabajo que podría interesarte. ¡Postula ahora!,ham,rrhh@empresa.com,0,0,0,0,SPAM,0,0,0,0,71,1,0.06896551724137931,10
"Felicidades; has ganado!;""Felicidades; has ganado un premio. Para reclamarlo; haz clic aquí: [enlace sospechoso]"";spam;premios@ganapremios.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,1,0.0,0
"Re: Informe semanal;""Hola equipo; adjunto el informe semanal."";ham;informes@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Gana un iPhone!,¡Gana un iPhone gratis! Responde a este correo con tus datos personales.,spam,concursos@iphonegratis.com,0,0,0,0,SPAM,0,0,0,0,73,2,0.06779661016949153,12
Tu pedido ha sido procesado,Tu pedido ha sido procesado y se está preparando para su envío.,ham,pedidos@tiendaonline.com,0,0,0,0,HAM,0,0,0,0,65,0,0.058823529411764705,12
Oferta limitada,Oferta limitada por tiempo. ¡Compra ahora antes de que se acabe!,spam,ofertas@limitadas.com,0,0,0,0,SPAM,0,0,0,0,65,1,0.057692307692307696,11
"Re: Cita de negocios;""Hola; confirmo nuestra cita de negocios para mañana a las 11 am."";ham;negocios@ejemplo.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Aumenta tus ventas!,¡Aumenta tus ventas con nuestra nueva herramienta!,spam,ventas@aumentatusventas.com,0,0,0,0,SPAM,0,0,0,0,51,2,0.046511627906976744,7
"Re: Planificación del proyecto;""Hola equipo; aquí está el plan del proyecto. Saludos!"";ham;proyecto@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,1,0.0,0
"¡Oferta Flash!;""¡Oferta Flash! Solo por hoy; 80% de descuento en todos nuestros productos."";spam;ofertasflash@descuentos.com;False;False;True;False;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,2,0.0,0
Tu pago ha sido recibido,Tu pago ha sido recibido correctamente. Gracias por tu compra.,ham,pagos@empresa.com,0,0,0,0,HAM,0,0,0,0,62,0,0.0392156862745098,10
"Ganaste un premio;""Ganaste un premio. Para reclamarlo; ingresa tus datos personales aquí: [enlace sospechoso]"";spam;premios@ganapremios.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Reunión del equipo;""Hola equipo; nos vemos en la reunión del equipo."";ham;jefe@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡No te lo pierdas!,¡No te lo pierdas! Oferta válida solo por hoy.,spam,ofertas@nopierdas.com,0,0,0,0,SPAM,0,0,0,0,48,2,0.1111111111111111,9
"Re: Asunto importante;""Hola; adjunto el documento que solicitaste."";ham;compañero@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Ahorra dinero!,¡Ahorra dinero con nuestra nueva promoción!,spam,promociones@ahorra.com,0,0,0,0,SPAM,0,0,0,0,45,2,0.08108108108108109,6
"Tu cuenta ha sido bloqueada;""Tu cuenta ha sido bloqueada debido a actividad sospechosa. Para desbloquearla; haz clic aquí: [enlace sospechoso]"";spam;seguridad@cuenta.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Actualización de proyecto;""Hola equipo; aquí está la actualización del proyecto."";ham;proyecto@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Increíble oferta!,¡Increíble oferta! ¡No te lo pierdas!,spam,ofertas@increibles.com,0,0,0,0,SPAM,0,0,0,0,40,3,0.16666666666666666,6
"Re: Informe mensual;""Hola equipo; adjunto el informe mensual."";ham;informes@empresa.com;False;False;False;False#Spam",Non#,,,1,1,1,1,HAM,1,1,1,1,4,0,0.3333333333333333,1
¡Gana una casa!,¡Gana una casa gratis! Participa en nuestro sorteo.,spam,sorteos@casagratis.com,0,0,0,0,SPAM,0,0,0,0,52,2,0.07142857142857142,8
Oferta Increíble: ¡Gane un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Haga clic aquí para reclamar su premio: http://example.com/premio,spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,115,2,0.07865168539325842,15
"Re: Tu pedido ha sido enviado;""Estimado cliente; su ped#do ha sido enviado. Puede rastrearlo aquí: [tracking link]"";ham;ventas@example.com;True;False;False;False;Spam",No#e,,,0,0,0,0,HAM,0,0,0,0,4,0,0.3333333333333333,1
"Actualice su contraseña;""Estimado usuario; por favor actualice su contraseña para mayor seguridad."";ham;seguridad@gmail.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Re:Tu cuenta ha sido bloqueada,Tu cuenta ha sido bloqueada por razones de seguridad.  Ingresa aquí para desbloquearla: [enlace sospechoso],spam,seguridad@fakemail.net,0,0,0,0,SPAM,0,0,0,0,108,0,0.03409090909090909,15
"GANE UN COCHE!;""¡Felicidades! Ha ganado un coche nuevo.  Para reclamarlo; visite: [enlace sospechoso]"";spam;ganador@sorteos.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
Nueva promoción,Disfrute de nuestras nuevas ofertas. Visite nuestra tienda en [enlace],ham,promociones@yahoo.com,0,0,0,0,SPAM,0,0,0,0,70,0,0.034482758620689655,10
Su pedido está listo para enviarse,Su pedido ya está listo para ser enviado.  Gracias por su compra.  Puede ver el detalle de su pedido aquí [enlace],ham,pedidos@example.com,0,0,0,0,SPAM,0,0,0,0,116,0,0.056818181818181816,21
Aumente su tamaño,Incrementa tu tamaño con nuestra revolucionaria píldora. Visite [enlace],spam,salud@pills.net,1,1,1,1,SPAM,1,1,1,1,74,0,0.06557377049180328,9
Oferta especial: ¡50% de descuento!,Aproveche nuestra oferta especial del 50% de descuento en todos nuestros productos. Visite nuestra tienda en línea: [enlace],spam,ofertas@descuentos.com,0,0,0,0,SPAM,0,0,0,0,125,1,0.03,18
Su paquete ha llegado,Su paquete ha llegado a su destino. Puede rastrearlo aquí: [enlace],ham,envios@gmail.com,0,0,0,0,SPAM,0,0,0,0,68,0,0.05660377358490566,11
"Problemas con su cuenta;""Hemos detectado actividad sospechosa en su cuenta.  Por favor; actualice su información aquí: [enlace]"";spam;seguridad@malware.com;True;False;False;True;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Confirme su correo electrónico;""Por favor; confirme su correo electrónico haciendo clic en el enlace a continuación: [enlace]"";ham;soporte@example.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Felicidades; has ganado un premio!;""Felicidades! Has ganado un premio; reclama tu premio aqui [enlace]"";spam;premios@fakemail.net;True;True;True;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Actualice su información personal;""Por favor; actualice su información personal para mantener su cuenta segura"";ham;soporte@gmail.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Gane un viaje a las Bahamas,Gane un viaje todo pagado a las Bahamas. Visite [enlace] para más información,spam,viajes@scam.com,0,0,0,0,SPAM,0,0,0,0,79,0,0.08064516129032258,13
"Solicitud de amistad;""Hola; quiero ser tu amigo. Agrégame a Facebook."";ham;friend@gmail.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Cita médica;""Estimado paciente; le recordamos su cita médica el día de mañana."";ham;citas@clinic.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta especial: ¡Computadora gratis!,¡Obtenga una computadora gratis! Visite [enlace],spam,ofertas@free.com,0,0,0,0,SPAM,0,0,0,0,49,2,0.075,6
Tu pago ha sido procesado,Tu pago ha sido procesado correctamente.  Gracias por tu compra.,ham,pagos@example.com,0,0,0,0,SPAM,0,0,0,0,64,0,0.038461538461538464,10
"Re: Tu cuenta ha sido comprometida;""Tu cuenta ha sido comprometida.  Por favor; cambia tu contraseña inmediatamente."";spam;seguridad@phishing.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Gane un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Haga clic aquí para reclamar su premio: http://example.com/premio,spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,115,2,0.07865168539325842,15
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [tracking link]"";ham;ventas@example.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualice su contraseña;""Estimado usuario; por favor actualice su contraseña para mayor seguridad."";ham;seguridad@gmail.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Re:Tu cuenta ha sido bloqueada,Tu cuenta ha sido bloqueada por razones de seguridad.  Ingresa aquí para desbloquearla: [enlace sospechoso],spam,seguridad@fakemail.net,0,0,0,0,SPAM,0,0,0,0,108,0,0.03409090909090909,15
"GANE UN COCHE!;""¡Felicidades! Ha ganado un coche nuevo.  Para reclamarlo; visite: [enlace sospechoso]"";spam;ganador@sorteos.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
Nueva promoción,Disfrute de nuestras nuevas ofertas. Visite nuestra tienda en [enlace],ham,promociones@yahoo.com,1,1,1,1,SPAM,1,1,1,1,70,0,0.034482758620689655,10
Su ped#do está listo para enviarse,Su pedido ya está listo para ser #nviado.  Gracias por su compra.  Puede ver el detalle de su pedido aquí [enlace],ham,pedidos@example.com,0,0,0,0,SPAM,0,0,0,0,116,0,0.05747126436781609,21
Aumente su tamaño,Incrementa tu tamaño con nuestra revolucionaria píldora. Visite [enlace],spam,salud@pills.net,0,0,0,0,SPAM,0,0,0,0,74,0,0.06557377049180328,9
Oferta especial: ¡50% de descuento!,Aproveche nuestra oferta especial del 50% de descuento en todos nuestros productos. Visite nuestra tienda en línea: [enlace],spam,ofertas@descuentos.com,0,0,0,0,SPAM,0,0,0,0,125,1,0.03,18
Su paquete ha llegado,Su paquete ha llegado a su destino. Puede rastrearlo aquí: [enlace],ham,envios@gmail.com,0,0,0,0,HAM,0,0,0,0,68,0,0.05660377358490566,11
"Problemas con su cuenta;""H#mos detectado actividad sospechosa en su cuenta.  Por favor; actualice su información aquí: [enlace]"";spam;seguridad@malware.com;True;False;False;True;Spam",#one,,,0,0,0,0,HAM,0,0,0,0,4,0,0.0,1
"Confirme su correo electrónico;""Por favor; confirme su correo electrónico haciendo clic en el enlace a continuación: [enlace]"";ham;soporte@example.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Felicidades; has ganado un premio!;""Felicidades! Has ganado un premio; reclama tu premio aqui [enlace]"";spam;premios@fakemail.net;True;True;True;False;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,2,0.0,0
"Actualice su información personal;""Por favor; actualice su información personal para mantener su cuenta segura"";ham;soporte@gmail.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Gane un viaje a las Bahamas,Gane un viaje todo pagado a las Bahamas. Visite [enlace] para más información,spam,viajes@scam.com,0,0,0,0,SPAM,0,0,0,0,79,0,0.08064516129032258,13
"Solicitud de amistad;""Hola; quiero ser tu amigo. Agrégame a Facebook."";ham;friend@gmail.com;False;False;False;False;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Re: Cita médica;""Estimado paciente; le recordamos su cita médica el día de mañana."";ham;citas@clinic.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta especial: ¡Computadora gratis!,¡Obtenga una computadora gratis! Visite [enlace],spam,ofertas@free.com,0,0,0,0,HAM,0,0,0,0,49,2,0.075,6
Tu pago ha sido procesado,Tu pago ha sido procesado correctamente.  Gracias por tu compra.,ham,pagos@example.com,0,0,0,0,SPAM,0,0,0,0,64,0,0.038461538461538464,10
"Re: Tu cuenta ha sido comprometida;""Tu cuenta ha sido comprometida.  Por favor; cambia tu contraseña inmediatamente."";spam;seguridad@phishing.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Recordatorio de pago,Este es un recordatorio para pagar su factura.,ham,facturas@example.com,0,0,0,0,HAM,0,0,0,0,46,0,0.02631578947368421,8
Oferta irresistible: ¡Viaje gratis!,Gane un viaje gratis. Haga clic aqui para más detalles. [enlace],spam,ofertas@travel.net,0,0,0,0,SPAM,0,0,0,0,65,1,0.06,11
"Problemas con tu compra;""Hemos detectado un problema con tu compra reciente.  Por favor; contacta a soporte."";ham;soporte@shop.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares.  Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,94,2,0.09722222222222222,13
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"";ham;pedidos@empresa.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualiza tu contraseña ahora;""Estimado usuario; por favor actualiza tu contraseña para mejorar la seguridad de tu cuenta.  [enlace seguro]"";ham;seguridad@banco.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
GANE UN AUTO NUEVO!!!,¡Felicitaciones! Ha ganado un auto nuevo.  Visite nuestra página web: [enlace sospechoso],spam,ganador@autosnuevos.net,0,0,0,0,SPAM,0,0,0,0,91,4,0.06944444444444445,12
"Tu paquete está listo para ser recogido;""Su paquete está listo para ser recogido en la oficina de correos.  Por favor; traiga su identificación."";ham;notificaciones@correo.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Exclusiva: ¡50% de descuento!,Aproveche esta oferta única.  Compre ahora: [enlace sospechoso],spam,ofertas@descuentos.org,0,0,0,0,SPAM,0,0,0,0,64,1,0.058823529411764705,8
"Problemas con su cuenta bancaria;""Hemos detectado actividad sospechosa en su cuenta bancaria. Por favor; verifique su información: [enlace sospechoso]"";spam;seguridad@banconacional.com.co;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Cita médica confirmada,Su cita médica ha sido confirmada para mañana a las 10:00 AM.,ham,citas@clinicamedica.com,0,0,0,0,SPAM,0,0,0,0,63,0,0.11363636363636363,12
"Nueva Mensaje;""Tienes un nuevo mensaje.  Por favor; verifica tu bandeja de entrada."";ham;notificaciones@gmail.com;False;True;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Gane un viaje a Hawai!,¡Felicitaciones!  Ha ganado un viaje a Hawai. Visite: [enlace sospechoso],spam,viajes@hawai.net,0,0,0,0,SPAM,0,0,0,0,74,2,0.08620689655172414,10
"Re: Tu solicitud de empleo;""Estimado/a [nombre]; lamentamos informarle que su solicitud de empleo no ha sido seleccionada en esta ocasión."";ham;rrhh@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Importante: Acción requerida,Su cuenta está a punto de ser suspendida.  Actualice su información ahora: [enlace sospechoso],spam,seguridad@cuenta.com,0,0,0,0,SPAM,0,0,0,0,96,0,0.05263157894736842,14
"Tu compra ha sido procesada;""Estimado cliente; su compra ha sido procesada con éxito.  Gracias por su compra."";ham;compras@tienda.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares.  Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,94,2,0.09722222222222222,13
"Problemas con su cuenta bancaria;""Hemos detectado actividad sospechosa en su cuenta bancaria. Por favor; verifique su información: [enlace sospechoso]"";spam;seguridad@banconacional.com.co;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu suscripción ha sido renovada;""Estimado cliente; su suscripción ha sido renovada con éxito."";ham;suscripciones@servicio.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Exclusiva: ¡50% de descuento!,Aproveche esta oferta única. Compre ahora: [enlace sospechoso],spam,ofertas@descuentos.org,0,0,0,0,SPAM,0,0,0,0,63,1,0.058823529411764705,8
"Gane un viaje a las Bahamas;""Felicitaciones; ha ganado un viaje a las Bahamas. Visite nuestro sitio web: [enlace sospechoso]"";spam;ganador@viajes.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Reunión de mañana;""Estimado/a [nombre]; recordatorio de la reunión de mañana a las 9:00 AM."";ham;reuniones@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"";ham;pedidos@empresa.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualiza tu contraseña ahora;""Estimado usuario; por favor actualiza tu contraseña para mejorar la seguridad de tu cuenta. [enlace seguro]"";ham;seguridad@banco.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,93,2,0.09722222222222222,13
"Tu paquete está listo para ser recogido;""Su paquete está listo para ser recogido en la oficina de correos. Por favor; traiga su identificación."";ham;notificaciones@correo.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Alerta de Seguridad,Hemos detectado actividad sospechosa en su cuenta. Ingrese aquí para verificar: [enlace sospechoso],spam,seguridad@sistema.com,0,0,0,0,SPAM,0,0,0,0,100,0,0.03614457831325301,13
"Re: Tu solicitud de información;""Estimado/a [nombre]; adjuntamos la información que solicitó."";ham;info@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Nueva Mensaje;""Tienes un nuevo mensaje. Por favor; verifica tu bandeja de entrada."";ham;notificaciones@gmail.com;False;True;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
